country,expectancy,year
MMR,64.453,2012
MMR,64.921,2013
MMR,65.378,2014
MMR,65.81,2015
MMR,66.205,2016
MMR,66.558,2017
MMR,66.867,2018
MMR,67.134,2019
MNE,73.287,1999
MNE,73.228,2000
MNE,73.233,2001
MNE,73.285,2002
MNE,73.37,2003
MNE,73.486,2004
MNE,73.642,2005
MNE,73.85,2006
MNE,74.115,2007
MNE,74.43,2008
MNE,74.784,2009
MNE,75.151,2010
MNE,75.505,2011
MNE,75.823,2012
MNE,76.089,2013
MNE,76.297,2014
MNE,76.452,2015
MNE,76.568,2016
MNE,76.667,2017
MNE,76.77,2018
MNE,76.884,2019
MNG,62.446,1999
MNG,62.869,2000
MNG,63.319,2001
MNG,63.777,2002
MNG,64.23,2003
MNG,64.671,2004
MNG,65.103,2005
MNG,65.538,2006
MNG,65.985,2007
MNG,66.447,2008
MNG,66.916,2009
MNG,67.38,2010
MNG,67.818,2011
MNG,68.217,2012
MNG,68.566,2013
MNG,68.863,2014
MNG,69.111,2015
MNG,69.321,2016
MNG,69.509,2017
MNG,69.689,2018
MNG,69.87,2019
MOZ,48.572,1999
MOZ,48.946,2000
MOZ,49.295,2001
MOZ,49.61,2002
MOZ,49.889,2003
MOZ,50.143,2004
MOZ,50.387,2005
MOZ,50.641,2006
MOZ,50.934,2007
MOZ,51.292,2008
MOZ,51.738,2009
MOZ,52.31,2010
MOZ,53.043,2011
MOZ,53.931,2012
MOZ,54.949,2013
MOZ,56.062,2014
MOZ,57.206,2015
MOZ,58.309,2016
MOZ,59.309,2017
MOZ,60.163,2018
MOZ,60.854,2019
MRT,60.643,1999
MRT,60.706,2000
MRT,60.788,2001
MRT,60.892,2002
MRT,61.018,2003
MRT,61.17,2004
MRT,61.349,2005
MRT,61.552,2006
MRT,61.776,2007
MRT,62.015,2008
MRT,62.266,2009
MRT,62.527,2010
MRT,62.799,2011
MRT,63.079,2012
MRT,63.366,2013
MRT,63.654,2014
MRT,63.936,2015
MRT,64.208,2016
MRT,64.464,2017
MRT,64.704,2018
MRT,64.925,2019
MUS,70.96097561,1999
MUS,71.66341463,2000
MUS,71.76585366,2001
MUS,71.96585366,2002
MUS,72.11707317,2003
MUS,72.26585366,2004
MUS,72.43219512,2005
MUS,72.43219512,2006
MUS,72.57073171,2007
MUS,72.57073171,2008
MUS,72.88243902,2009
MUS,72.96731707,2010
MUS,73.26682927,2011
MUS,73.86341463,2012
MUS,74.01707317,2013
MUS,74.19439024,2014
MUS,74.35317073,2015
MUS,74.39487805,2016
MUS,74.51463415,2017
MUS,74.41634146,2018
MUS,74.23585366,2019
MWI,45.136,1999
MWI,45.09,2000
MWI,45.204,2001
MWI,45.517,2002
MWI,46.052,2003
MWI,46.823,2004
MWI,47.844,2005
MWI,49.118,2006
MWI,50.595,2007
MWI,52.206,2008
MWI,53.888,2009
MWI,55.564,2010
MWI,57.161,2011
MWI,58.629,2012
MWI,59.931,2013
MWI,61.042,2014
MWI,61.953,2015
MWI,62.681,2016
MWI,63.279,2017
MWI,63.798,2018
MWI,64.263,2019
MYS,72.418,1999
MYS,72.594,2000
MYS,72.782,2001
MYS,72.976,2002
MYS,73.17,2003
MYS,73.364,2004
MYS,73.555,2005
MYS,73.744,2006
MYS,73.931,2007
MYS,74.118,2008
MYS,74.305,2009
MYS,74.493,2010
MYS,74.683,2011
MYS,74.877,2012
MYS,75.072,2013
MYS,75.268,2014
MYS,75.461,2015
MYS,75.649,2016
MYS,75.828,2017
MYS,75.997,2018
MYS,76.156,2019
NAM,53.231,1999
NAM,52.192,2000
NAM,51.399,2001
NAM,50.862,2002
NAM,50.589,2003
NAM,50.6,2004
NAM,50.931,2005
NAM,51.609,2006
NAM,52.593,2007
NAM,53.817,2008
NAM,55.207,2009
NAM,56.665,2010
NAM,58.085,2011
NAM,59.387,2012
NAM,60.513,2013
NAM,61.425,2014
NAM,62.119,2015
NAM,62.625,2016
NAM,63.021,2017
NAM,63.373,2018
NAM,63.708,2019
NER,49.279,1999
NER,49.928,2000
NER,50.584,2001
NER,51.256,2002
NER,51.95,2003
NER,52.668,2004
NER,53.411,2005
NER,54.18,2006
NER,54.968,2007
NER,55.764,2008
NER,56.557,2009
NER,57.333,2010
NER,58.081,2011
NER,58.79,2012
NER,59.455,2013
NER,60.07,2014
NER,60.631,2015
NER,61.137,2016
NER,61.599,2017
NER,62.024,2018
NER,62.42,2019
NGA,46.103,1999
NGA,46.267,2000
NGA,46.51,2001
NGA,46.835,2002
NGA,47.242,2003
NGA,47.72,2004
NGA,48.252,2005
NGA,48.812,2006
NGA,49.373,2007
NGA,49.913,2008
NGA,50.422,2009
NGA,50.896,2010
NGA,51.346,2011
NGA,51.786,2012
NGA,52.228,2013
NGA,52.672,2014
NGA,53.112,2015
NGA,53.541,2016
NGA,53.95,2017
NGA,54.332,2018
NGA,54.687,2019
NIC,69.1,1999
NIC,69.527,2000
NIC,69.934,2001
NIC,70.308,2002
NIC,70.64,2003
NIC,70.933,2004
NIC,71.195,2005
NIC,71.436,2006
NIC,71.673,2007
NIC,71.915,2008
NIC,72.167,2009
NIC,72.428,2010
NIC,72.692,2011
NIC,72.951,2012
NIC,73.197,2013
NIC,73.429,2014
NIC,73.649,2015
NIC,73.86,2016
NIC,74.068,2017
NIC,74.275,2018
NIC,74.485,2019
NLD,77.83658537,1999
NLD,77.98780488,2000
NLD,78.1902439,2001
NLD,78.29268293,2002
NLD,78.49268293,2003
NLD,79.09512195,2004
NLD,79.34634146,2005
NLD,79.69756098,2006
NLD,80.09756098,2007
NLD,80.25121951,2008
NLD,80.54878049,2009
NLD,80.70243902,2010
NLD,81.20487805,2011
NLD,81.10487805,2012
NLD,81.30487805,2013
NLD,81.70731707,2014
NLD,81.5097561,2015
NLD,81.56097561,2016
NLD,81.76097561,2017
NLD,81.81219512,2018
NLD,82.01219512,2019
NOR,78.28292683,1999
NOR,78.63414634,2000
NOR,78.78536585,2001
NOR,78.98780488,2002
NOR,79.3902439,2003
NOR,79.84146341,2004
NOR,80.04146341,2005
NOR,80.34390244,2006
NOR,80.39512195,2007
NOR,80.59268293,2008
NOR,80.79512195,2009
NOR,80.99756098,2010
NOR,81.29512195,2011
NOR,81.45121951,2012
NOR,81.75121951,2013
NOR,82.1,2014
NOR,82.30487805,2015
NOR,82.40731707,2016
NOR,82.6097561,2017
NOR,82.75853659,2018
NOR,82.90731707,2019
NPL,61.6,1999
NPL,62.288,2000
NPL,62.945,2001
NPL,63.57,2002
NPL,64.165,2003
NPL,64.729,2004
NPL,65.264,2005
NPL,65.773,2006
NPL,66.26,2007
NPL,66.727,2008
NPL,67.178,2009
NPL,67.611,2010
NPL,68.028,2011
NPL,68.426,2012
NPL,68.806,2013
NPL,69.168,2014
NPL,69.515,2015
NPL,69.848,2016
NPL,70.169,2017
NPL,70.478,2018
NPL,70.778,2019
NZL,77.8902439,1999
NZL,78.63658537,2000
NZL,78.69268293,2001
NZL,78.84634146,2002
NZL,79.14634146,2003
NZL,79.54878049,2004
NZL,79.85121951,2005
NZL,80.04878049,2006
NZL,80.15121951,2007
NZL,80.35121951,2008
NZL,80.70243902,2009
NZL,80.70243902,2010
NZL,80.90487805,2011
NZL,81.15609756,2012
NZL,81.40731707,2013
NZL,81.40487805,2014
NZL,81.45682927,2015
NZL,81.61243902,2016
NZL,81.65853659,2017
NZL,81.85853659,2018
NZL,81.70731707,2019
OMN,71.664,1999
OMN,72.126,2000
OMN,72.58,2001
OMN,73.022,2002
OMN,73.447,2003
OMN,73.851,2004
OMN,74.23,2005
OMN,74.577,2006
OMN,74.893,2007
OMN,75.179,2008
OMN,75.44,2009
OMN,75.682,2010
OMN,75.916,2011
OMN,76.149,2012
OMN,76.388,2013
OMN,76.634,2014
OMN,76.887,2015
OMN,77.142,2016
OMN,77.393,2017
OMN,77.633,2018
OMN,77.861,2019
PAK,62.564,1999
PAK,62.82,2000
PAK,63.066,2001
PAK,63.3,2002
PAK,63.522,2003
PAK,63.736,2004
PAK,63.951,2005
PAK,64.176,2006
PAK,64.42,2007
PAK,64.685,2008
PAK,64.969,2009
PAK,65.264,2010
PAK,65.562,2011
PAK,65.849,2012
PAK,66.117,2013
PAK,66.36,2014
PAK,66.577,2015
PAK,66.77,2016
PAK,66.947,2017
PAK,67.114,2018
PAK,67.273,2019
PAN,74.881,1999
PAN,75.06,2000
PAN,75.233,2001
PAN,75.401,2002
PAN,75.565,2003
PAN,75.728,2004
PAN,75.892,2005
PAN,76.06,2006
PAN,76.234,2007
PAN,76.414,2008
PAN,76.6,2009
PAN,76.792,2010
PAN,76.989,2011
PAN,77.188,2012
PAN,77.386,2013
PAN,77.583,2014
PAN,77.776,2015
PAN,77.964,2016
PAN,78.149,2017
PAN,78.329,2018
PAN,78.506,2019
PER,70.7,1999
PER,71.111,2000
PER,71.505,2001
PER,71.882,2002
PER,72.24,2003
PER,72.581,2004
PER,72.908,2005
PER,73.222,2006
PER,73.528,2007
PER,73.826,2008
PER,74.12,2009
PER,74.41,2010
PER,74.697,2011
PER,74.981,2012
PER,75.258,2013
PER,75.529,2014
PER,75.792,2015
PER,76.044,2016
PER,76.286,2017
PER,76.516,2018
PER,76.736,2019
PHL,68.744,1999
PHL,68.793,2000
PHL,68.835,2001
PHL,68.88,2002
PHL,68.937,2003
PHL,69.013,2004
PHL,69.112,2005
PHL,69.233,2006
PHL,69.37,2007
PHL,69.515,2008
PHL,69.667,2009
PHL,69.823,2010
PHL,69.984,2011
PHL,70.149,2012
PHL,70.315,2013
PHL,70.481,2014
PHL,70.644,2015
PHL,70.802,2016
PHL,70.952,2017
PHL,71.095,2018
PHL,71.231,2019
PNG,59.049,1999
PNG,59.265,2000
PNG,59.487,2001
PNG,59.722,2002
PNG,59.974,2003
PNG,60.245,2004
PNG,60.534,2005
PNG,60.836,2006
PNG,61.141,2007
PNG,61.442,2008
PNG,61.739,2009
PNG,62.029,2010
PNG,62.316,2011
PNG,62.604,2012
PNG,62.892,2013
PNG,63.181,2014
PNG,63.466,2015
PNG,63.744,2016
PNG,64.01,2017
PNG,64.263,2018
PNG,64.501,2019
POL,73.04390244,1999
POL,73.74878049,2000
POL,74.2,2001
POL,74.49756098,2002
POL,74.59756098,2003
POL,74.84634146,2004
POL,74.99512195,2005
POL,75.14390244,2006
POL,75.24390244,2007
POL,75.54390244,2008
POL,75.69512195,2009
POL,76.24634146,2010
POL,76.69512195,2011
POL,76.74634146,2012
POL,77,2013
POL,77.60243902,2014
POL,77.45121951,2015
POL,77.85121951,2016
POL,77.75365854,2017
POL,77.60243902,2018
POL,77.85609756,2019
PRI,75.3754878,1999
PRI,76.68926829,2000
PRI,77.06682927,2001
PRI,77.7604878,2002
PRI,78.07121951,2003
PRI,78.17585366,2004
PRI,78.29609756,2005
PRI,78.41634146,2006
PRI,78.42585366,2007
PRI,77.96292683,2008
PRI,78.191,2009
PRI,78.41909756,2010
PRI,78.64065854,2011
PRI,78.84758537,2012
PRI,79.03434146,2013
PRI,79.20246341,2014
PRI,79.3534878,2015
PRI,79.49497561,2016
PRI,79.63453659,2017
PRI,79.77819512,2018
PRI,79.9285122,2019
PRT,75.96341463,1999
PRT,76.31463415,2000
PRT,76.81463415,2001
PRT,77.06585366,2002
PRT,77.2195122,2003
PRT,77.67073171,2004
PRT,78.07073171,2005
PRT,78.4195122,2006
PRT,78.32195122,2007
PRT,78.52439024,2008
PRT,78.72682927,2009
PRT,79.02682927,2010
PRT,80.47073171,2011
PRT,80.37317073,2012
PRT,80.72195122,2013
PRT,81.12195122,2014
PRT,81.12439024,2015
PRT,81.12439024,2016
PRT,81.42439024,2017
PRT,81.32439024,2018
PRT,80.68292683,2019
PRY,70.31,1999
PRY,70.546,2000
PRY,70.786,2001
PRY,71.023,2002
PRY,71.249,2003
PRY,71.464,2004
PRY,71.667,2005
PRY,71.862,2006
PRY,72.055,2007
PRY,72.251,2008
PRY,72.45,2009
PRY,72.653,2010
PRY,72.86,2011
PRY,73.068,2012
PRY,73.274,2013
PRY,73.473,2014
PRY,73.662,2015
PRY,73.836,2016
PRY,73.992,2017
PRY,74.131,2018
PRY,74.254,2019
PSE,70.797,1999
PSE,71.022,2000
PSE,71.239,2001
PSE,71.447,2002
PSE,71.648,2003
PSE,71.842,2004
PSE,72.028,2005
PSE,72.203,2006
PSE,72.366,2007
PSE,72.517,2008
PSE,72.656,2009
PSE,72.788,2010
PSE,72.915,2011
PSE,73.041,2012
PSE,73.17,2013
PSE,73.303,2014
PSE,73.442,2015
PSE,73.589,2016
PSE,73.74,2017
PSE,73.895,2018
PSE,74.053,2019
QAT,77.327,1999
QAT,77.467,2000
QAT,77.612,2001
QAT,77.762,2002
QAT,77.919,2003
QAT,78.083,2004
QAT,78.252,2005
QAT,78.425,2006
QAT,78.601,2007
QAT,78.775,2008
QAT,78.945,2009
QAT,79.108,2010
QAT,79.26,2011
QAT,79.399,2012
QAT,79.527,2013
QAT,79.646,2014
QAT,79.758,2015
QAT,79.868,2016
QAT,79.981,2017
QAT,80.1,2018
QAT,80.227,2019
ROU,70.51219512,1999
ROU,71.16341463,2000
ROU,71.16097561,2001
ROU,71.0097561,2002
ROU,71.3097561,2003
ROU,71.56097561,2004
ROU,71.91219512,2005
ROU,72.16341463,2006
ROU,72.56585366,2007
ROU,72.56585366,2008
ROU,73.3097561,2009
ROU,73.45853659,2010
ROU,74.4097561,2011
ROU,74.41219512,2012
ROU,75.06341463,2013
ROU,74.9097561,2014
ROU,74.91219512,2015
ROU,75.2097561,2016
ROU,75.3097561,2017
ROU,75.35853659,2018
ROU,75.45853659,2019
RUS,65.98219512,1999
RUS,65.48365854,2000
RUS,65.38341463,2001
RUS,65.12878049,2002
RUS,65.02756098,2003
RUS,65.47097561,2004
RUS,65.5297561,2005
RUS,66.72756098,2006
RUS,67.58682927,2007
RUS,67.94926829,2008
RUS,68.68463415,2009
RUS,68.84121951,2010
RUS,69.68390244,2011
RUS,70.07219512,2012
RUS,70.57878049,2013
RUS,70.74365854,2014
RUS,71.18341463,2015
RUS,71.65121951,2016
RUS,72.45146341,2017
RUS,72.66219512,2018
RUS,73.08390244,2019
RWA,46.639,1999
RWA,48.649,2000
RWA,49.936,2001
RWA,50.987,2002
RWA,52.178,2003
RWA,53.595,2004
RWA,55.254,2005
RWA,57.083,2006
RWA,58.915,2007
RWA,60.612,2008
RWA,62.129,2009
RWA,63.433,2010
RWA,64.523,2011
RWA,65.438,2012
RWA,66.219,2013
RWA,66.884,2014
RWA,67.45,2015
RWA,67.93,2016
RWA,68.341,2017
RWA,68.7,2018
RWA,69.024,2019
SAU,72.327,1999
SAU,72.561,2000
SAU,72.759,2001
SAU,72.92,2002
SAU,73.051,2003
SAU,73.159,2004
SAU,73.256,2005
SAU,73.355,2006
SAU,73.467,2007
SAU,73.598,2008
SAU,73.75,2009
SAU,73.917,2010
SAU,74.089,2011
SAU,74.254,2012
SAU,74.402,2013
SAU,74.533,2014
SAU,74.651,2015
SAU,74.761,2016
SAU,74.874,2017
SAU,74.998,2018
SAU,75.133,2019
SDN,58.096,1999
SDN,58.472,2000
SDN,58.859,2001
SDN,59.258,2002
SDN,59.67,2003
SDN,60.092,2004
SDN,60.525,2005
SDN,60.969,2006
SDN,61.422,2007
SDN,61.879,2008
SDN,62.33,2009
SDN,62.764,2010
SDN,63.171,2011
SDN,63.542,2012
SDN,63.875,2013
SDN,64.169,2014
SDN,64.429,2015
SDN,64.663,2016
SDN,64.881,2017
SDN,65.095,2018
SDN,65.311,2019
SEN,57.523,1999
SEN,57.787,2000
SEN,58.177,2001
SEN,58.675,2002
SEN,59.259,2003
SEN,59.912,2004
SEN,60.62,2005
SEN,61.365,2006
SEN,62.126,2007
SEN,62.88,2008
SEN,63.607,2009
SEN,64.284,2010
SEN,64.898,2011
SEN,65.448,2012
SEN,65.939,2013
SEN,66.37,2014
SEN,66.747,2015
SEN,67.078,2016
SEN,67.38,2017
SEN,67.665,2018
SEN,67.941,2019
SGP,77.55121951,1999
SGP,77.95121951,2000
SGP,78.25121951,2001
SGP,78.55121951,2002
SGP,79.03902439,2003
SGP,79.4902439,2004
SGP,79.9902439,2005
SGP,80.14146341,2006
SGP,80.44146341,2007
SGP,80.7902439,2008
SGP,81.24146341,2009
SGP,81.54146341,2010
SGP,81.74390244,2011
SGP,81.99512195,2012
SGP,82.24634146,2013
SGP,82.49512195,2014
SGP,82.74390244,2015
SGP,82.84634146,2016
SGP,83.09512195,2017
SGP,83.29756098,2018
SGP,83.49756098,2019
SLB,67.057,1999
SLB,67.442,2000
SLB,67.816,2001
SLB,68.175,2002
SLB,68.518,2003
SLB,68.845,2004
SLB,69.158,2005
SLB,69.462,2006
SLB,69.762,2007
SLB,70.063,2008
SLB,70.366,2009
SLB,70.674,2010
SLB,70.985,2011
SLB,71.296,2012
SLB,71.601,2013
SLB,71.896,2014
SLB,72.173,2015
SLB,72.424,2016
SLB,72.645,2017
SLB,72.835,2018
SLB,72.996,2019
SLE,38.634,1999
SLE,39.441,2000
SLE,40.369,2001
SLE,41.376,2002
SLE,42.419,2003
SLE,43.467,2004
SLE,44.502,2005
SLE,45.517,2006
SLE,46.52,2007
SLE,47.508,2008
SLE,48.468,2009
SLE,49.382,2010
SLE,50.234,2011
SLE,51.018,2012
SLE,51.731,2013
SLE,52.372,2014
SLE,52.941,2015
SLE,53.444,2016
SLE,53.895,2017
SLE,54.309,2018
SLE,54.696,2019
SLV,68.581,1999
SLV,68.875,2000
SLV,69.162,2001
SLV,69.432,2002
SLV,69.68,2003
SLV,69.908,2004
SLV,70.124,2005
SLV,70.333,2006
SLV,70.542,2007
SLV,70.756,2008
SLV,70.978,2009
SLV,71.21,2010
SLV,71.449,2011
SLV,71.692,2012
SLV,71.935,2013
SLV,72.175,2014
SLV,72.412,2015
SLV,72.644,2016
SLV,72.872,2017
SLV,73.096,2018
SLV,73.317,2019
SOM,50.392,1999
SOM,50.869,2000
SOM,51.213,2001
SOM,51.492,2002
SOM,51.762,2003
SOM,52.043,2004
SOM,52.346,2005
SOM,52.669,2006
SOM,52.998,2007
SOM,53.326,2008
SOM,53.654,2009
SOM,53.99,2010
SOM,54.342,2011
SOM,54.713,2012
SOM,55.104,2013
SOM,55.509,2014
SOM,55.92,2015
SOM,56.324,2016
SOM,56.709,2017
SOM,57.068,2018
SOM,57.397,2019
SRB,,1999
SRB,71.58292683,2000
SRB,72.23414634,2001
SRB,72.28536585,2002
SRB,72.43658537,2003
SRB,72.68292683,2004
SRB,72.83414634,2005
SRB,73.38536585,2006
SRB,73.63170732,2007
SRB,73.88536585,2008
SRB,73.98536585,2009
SRB,74.33658537,2010
SRB,74.53658537,2011
SRB,74.83658537,2012
SRB,75.18536585,2013
SRB,75.33658537,2014
SRB,75.28780488,2015
SRB,75.68780488,2016
SRB,75.53902439,2017
SRB,75.8902439,2018
SRB,75.68536585,2019
SSD,48.754,1999
SSD,49.166,2000
SSD,49.592,2001
SSD,50.05,2002
SSD,50.55,2003
SSD,51.095,2004
SSD,51.686,2005
SSD,52.315,2006
SSD,52.96,2007
SSD,53.6,2008
SSD,54.219,2009
SSD,54.8,2010
SSD,55.325,2011
SSD,55.791,2012
SSD,56.2,2013
SSD,56.552,2014
SSD,56.855,2015
SSD,57.12,2016
SSD,57.365,2017
SSD,57.604,2018
SSD,57.846,2019
STP,60.742,1999
STP,61.365,2000
STP,62.017,2001
STP,62.687,2002
STP,63.359,2003
STP,64.02,2004
STP,64.659,2005
STP,65.27,2006
STP,65.854,2007
STP,66.412,2008
STP,66.938,2009
STP,67.43,2010
STP,67.885,2011
STP,68.306,2012
STP,68.695,2013
STP,69.052,2014
STP,69.377,2015
STP,69.67,2016
STP,69.933,2017
STP,70.17,2018
STP,70.385,2019
SUR,67.781,1999
SUR,67.822,2000
SUR,67.913,2001
SUR,68.064,2002
SUR,68.28,2003
SUR,68.555,2004
SUR,68.877,2005
SUR,69.227,2006
SUR,69.579,2007
SUR,69.91,2008
SUR,70.209,2009
SUR,70.465,2010
SUR,70.676,2011
SUR,70.851,2012
SUR,71.002,2013
SUR,71.133,2014
SUR,71.249,2015
SUR,71.358,2016
SUR,71.463,2017
SUR,71.57,2018
SUR,71.682,2019
SVK,72.90243902,1999
SVK,73.05121951,2000
SVK,73.40243902,2001
SVK,73.60487805,2002
SVK,73.60487805,2003
SVK,73.95853659,2004
SVK,73.90487805,2005
SVK,74.20487805,2006
SVK,74.20731707,2007
SVK,74.70487805,2008
SVK,74.9097561,2009
SVK,75.11219512,2010
SVK,75.95853659,2011
SVK,76.1097561,2012
SVK,76.41219512,2013
SVK,76.81219512,2014
SVK,76.56341463,2015
SVK,77.16585366,2016
SVK,77.16585366,2017
SVK,77.26585366,2018
SVK,77.47073171,2019
SVN,75.0097561,1999
SVN,75.41219512,2000
SVN,75.75853659,2001
SVN,76.00731707,2002
SVN,76.85853659,2003
SVN,77.20731707,2004
SVN,77.61219512,2005
SVN,78.08658537,2006
SVN,78.56097561,2007
SVN,78.76585366,2008
SVN,78.97073171,2009
SVN,79.42195122,2010
SVN,79.97073171,2011
SVN,80.12439024,2012
SVN,80.32195122,2013
SVN,81.07804878,2014
SVN,80.77560976,2015
SVN,81.17560976,2016
SVN,81.02926829,2017
SVN,81.37804878,2018
SVN,81.2804878,2019
SWE,79.44146341,1999
SWE,79.64390244,2000
SWE,79.79512195,2001
SWE,79.84634146,2002
SWE,80.09512195,2003
SWE,80.49756098,2004
SWE,80.54634146,2005
SWE,80.74878049,2006
SWE,80.9,2007
SWE,81.1,2008
SWE,81.35121951,2009
SWE,81.45121951,2010
SWE,81.80243902,2011
SWE,81.70487805,2012
SWE,81.95609756,2013
SWE,82.25365854,2014
SWE,82.20487805,2015
SWE,82.30731707,2016
SWE,82.4097561,2017
SWE,82.55853659,2018
SWE,82.95853659,2019
SWZ,49.424,1999
SWZ,47.49,2000
SWZ,45.799,2001
SWZ,44.41,2002
SWZ,43.372,2003
SWZ,42.731,2004
SWZ,42.518,2005
SWZ,42.733,2006
SWZ,43.308,2007
SWZ,44.17,2008
SWZ,45.275,2009
SWZ,46.601,2010
SWZ,48.141,2011
SWZ,49.862,2012
SWZ,51.699,2013
SWZ,53.569,2014
SWZ,55.359,2015
SWZ,56.962,2016
SWZ,58.319,2017
SWZ,59.401,2018
SWZ,60.194,2019
SXM,,1999
SXM,,2000
SXM,,2001
SXM,,2002
SXM,,2003
SXM,,2004
SXM,,2005
SXM,,2006
SXM,74.54390244,2007
SXM,74.53658537,2008
SXM,75.58780488,2009
SXM,,2010
SXM,,2011
SXM,73.05365854,2012
SXM,,2013
SXM,77.06829268,2014
SXM,77.2195122,2015
SXM,78.29268293,2016
SXM,,2017
SXM,,2018
SXM,,2019
SYC,72.66829268,1999
SYC,72.77804878,2000
SYC,73.25365854,2001
SYC,71.08780488,2002
SYC,71.02926829,2003
SYC,72.66097561,2004
SYC,72.13170732,2005
SYC,72.21707317,2006
SYC,73.14390244,2007
SYC,73.16341463,2008
SYC,73.08292683,2009
SYC,73.19756098,2010
SYC,72.72439024,2011
SYC,74.27560976,2012
SYC,73.1195122,2013
SYC,73.22926829,2014
SYC,74.29512195,2015
SYC,74.3097561,2016
SYC,74.3,2017
SYC,72.84146341,2018
SYC,73.94390244,2019
SYR,72.882,1999
SYR,73.11,2000
SYR,73.371,2001
SYR,73.663,2002
SYR,73.967,2003
SYR,74.25,2004
SYR,74.43,2005
SYR,74.412,2006
SYR,74.152,2007
SYR,73.647,2008
SYR,72.938,2009
SYR,72.108,2010
SYR,71.27,2011
SYR,70.55,2012
SYR,70.049,2013
SYR,69.821,2014
SYR,69.908,2015
SYR,70.315,2016
SYR,70.967,2017
SYR,71.779,2018
SYR,72.697,2019
TCD,47.657,1999
TCD,47.713,2000
TCD,47.789,2001
TCD,47.9,2002
TCD,48.057,2003
TCD,48.27,2004
TCD,48.549,2005
TCD,48.907,2006
TCD,49.335,2007
TCD,49.82,2008
TCD,50.346,2009
TCD,50.89,2010
TCD,51.424,2011
TCD,51.928,2012
TCD,52.386,2013
TCD,52.789,2014
TCD,53.137,2015
TCD,53.438,2016
TCD,53.712,2017
TCD,53.977,2018
TCD,54.239,2019
TGO,53.547,1999
TGO,53.491,2000
TGO,53.554,2001
TGO,53.71,2002
TGO,53.938,2003
TGO,54.234,2004
TGO,54.602,2005
TGO,55.052,2006
TGO,55.581,2007
TGO,56.178,2008
TGO,56.818,2009
TGO,57.468,2010
TGO,58.092,2011
TGO,58.661,2012
TGO,59.16,2013
TGO,59.58,2014
TGO,59.927,2015
TGO,60.22,2016
TGO,60.489,2017
TGO,60.76,2018
TGO,61.042,2019
THA,70.463,1999
THA,70.623,2000
THA,70.832,2001
THA,71.089,2002
THA,71.389,2003
THA,71.728,2004
THA,72.099,2005
THA,72.499,2006
THA,72.916,2007
THA,73.341,2008
THA,73.766,2009
THA,74.184,2010
THA,74.593,2011
THA,74.992,2012
THA,75.378,2013
THA,75.747,2014
THA,76.091,2015
THA,76.403,2016
THA,76.683,2017
THA,76.931,2018
THA,77.15,2019
TJK,61.161,1999
TJK,61.974,2000
TJK,62.807,2001
TJK,63.653,2002
TJK,64.496,2003
TJK,65.314,2004
TJK,66.08,2005
TJK,66.771,2006
TJK,67.382,2007
TJK,67.911,2008
TJK,68.36,2009
TJK,68.736,2010
TJK,69.055,2011
TJK,69.34,2012
TJK,69.609,2013
TJK,69.874,2014
TJK,70.137,2015
TJK,70.397,2016
TJK,70.647,2017
TJK,70.879,2018
TJK,71.097,2019
TKM,63.413,1999
TKM,63.613,2000
TKM,63.842,2001
TKM,64.101,2002
TKM,64.386,2003
TKM,64.693,2004
TKM,65.017,2005
TKM,65.354,2006
TKM,65.695,2007
TKM,66.031,2008
TKM,66.355,2009
TKM,66.657,2010
TKM,66.928,2011
TKM,67.167,2012
TKM,67.375,2013
TKM,67.552,2014
TKM,67.704,2015
TKM,67.835,2016
TKM,67.956,2017
TKM,68.073,2018
TKM,68.191,2019
TLS,58.037,1999
TLS,59.002,2000
TLS,59.945,2001
TLS,60.901,2002
TLS,61.888,2003
TLS,62.893,2004
TLS,63.882,2005
TLS,64.803,2006
TLS,65.61,2007
TLS,66.276,2008
TLS,66.796,2009
TLS,67.186,2010
TLS,67.477,2011
TLS,67.72,2012
TLS,67.953,2013
TLS,68.197,2014
TLS,68.459,2015
TLS,68.735,2016
TLS,69.007,2017
TLS,69.26,2018
TLS,69.495,2019
TON,69.601,1999
TON,69.667,2000
TON,69.725,2001
TON,69.771,2002
TON,69.803,2003
TON,69.822,2004
TON,69.836,2005
TON,69.852,2006
TON,69.878,2007
TON,69.921,2008
TON,69.982,2009
TON,70.059,2010
TON,70.148,2011
TON,70.242,2012
TON,70.335,2013
TON,70.427,2014
TON,70.517,2015
TON,70.607,2016
TON,70.701,2017
TON,70.801,2018
TON,70.907,2019
TTO,69.199,1999
TTO,69.413,2000
TTO,69.65,2001
TTO,69.903,2002
TTO,70.164,2003
TTO,70.428,2004
TTO,70.691,2005
TTO,70.952,2006
TTO,71.21,2007
TTO,71.464,2008
TTO,71.71,2009
TTO,71.946,2010
TTO,72.17,2011
TTO,72.382,2012
TTO,72.582,2013
TTO,72.768,2014
TTO,72.941,2015
TTO,73.1,2016
TTO,73.245,2017
TTO,73.38,2018
TTO,73.507,2019
TUN,72.904,1999
TUN,73.172,2000
TUN,73.415,2001
TUN,73.638,2002
TUN,73.842,2003
TUN,74.034,2004
TUN,74.217,2005
TUN,74.391,2006
TUN,74.558,2007
TUN,74.72,2008
TUN,74.88,2009
TUN,75.041,2010
TUN,75.206,2011
TUN,75.376,2012
TUN,75.552,2013
TUN,75.734,2014
TUN,75.922,2015
TUN,76.115,2016
TUN,76.31,2017
TUN,76.505,2018
TUN,76.699,2019
