country,expectancy,year
FRA,80.16341463,2005
FRA,80.81219512,2006
FRA,81.11219512,2007
FRA,81.21463415,2008
FRA,81.41463415,2009
FRA,81.66341463,2010
FRA,82.11463415,2011
FRA,81.96829268,2012
FRA,82.2195122,2013
FRA,82.7195122,2014
FRA,82.32195122,2015
FRA,82.57317073,2016
FRA,82.57560976,2017
FRA,82.72439024,2018
FRA,82.57804878,2019
FSM,64.413,1999
FSM,64.55,2000
FSM,64.71,2001
FSM,64.888,2002
FSM,65.08,2003
FSM,65.282,2004
FSM,65.489,2005
FSM,65.697,2006
FSM,65.901,2007
FSM,66.099,2008
FSM,66.29,2009
FSM,66.471,2010
FSM,66.646,2011
FSM,66.817,2012
FSM,66.986,2013
FSM,67.152,2014
FSM,67.315,2015
FSM,67.471,2016
FSM,67.618,2017
FSM,67.755,2018
FSM,67.883,2019
GAB,58.646,1999
GAB,58.264,2000
GAB,57.968,2001
GAB,57.791,2002
GAB,57.759,2003
GAB,57.885,2004
GAB,58.181,2005
GAB,58.641,2006
GAB,59.229,2007
GAB,59.904,2008
GAB,60.637,2009
GAB,61.4,2010
GAB,62.168,2011
GAB,62.924,2012
GAB,63.648,2013
GAB,64.318,2014
GAB,64.913,2015
GAB,65.418,2016
GAB,65.839,2017
GAB,66.187,2018
GAB,66.467,2019
GBR,77.3902439,1999
GBR,77.74146341,2000
GBR,77.99268293,2001
GBR,78.14390244,2002
GBR,78.44634146,2003
GBR,78.74634146,2004
GBR,79.04878049,2005
GBR,79.24878049,2006
GBR,79.44878049,2007
GBR,79.6,2008
GBR,80.05121951,2009
GBR,80.40243902,2010
GBR,80.95121951,2011
GBR,80.90487805,2012
GBR,81.00487805,2013
GBR,81.30487805,2014
GBR,80.95609756,2015
GBR,81.15609756,2016
GBR,81.25609756,2017
GBR,81.25609756,2018
GBR,81.20487805,2019
GEO,69.756,1999
GEO,69.902,2000
GEO,70.065,2001
GEO,70.22,2002
GEO,70.349,2003
GEO,70.451,2004
GEO,70.538,2005
GEO,70.635,2006
GEO,70.765,2007
GEO,70.946,2008
GEO,71.18,2009
GEO,71.46,2010
GEO,71.773,2011
GEO,72.097,2012
GEO,72.412,2013
GEO,72.707,2014
GEO,72.973,2015
GEO,73.207,2016
GEO,73.414,2017
GEO,73.6,2018
GEO,73.767,2019
GHA,56.972,1999
GHA,57.002,2000
GHA,57.158,2001
GHA,57.425,2002
GHA,57.785,2003
GHA,58.225,2004
GHA,58.719,2005
GHA,59.234,2006
GHA,59.741,2007
GHA,60.216,2008
GHA,60.645,2009
GHA,61.03,2010
GHA,61.381,2011
GHA,61.72,2012
GHA,62.064,2013
GHA,62.416,2014
GHA,62.772,2015
GHA,63.124,2016
GHA,63.463,2017
GHA,63.78,2018
GHA,64.074,2019
GIN,51.295,1999
GIN,51.203,2000
GIN,51.255,2001
GIN,51.484,2002
GIN,51.901,2003
GIN,52.499,2004
GIN,53.238,2005
GIN,54.052,2006
GIN,54.864,2007
GIN,55.614,2008
GIN,56.279,2009
GIN,56.861,2010
GIN,57.387,2011
GIN,57.905,2012
GIN,58.447,2013
GIN,59.016,2014
GIN,59.598,2015
GIN,60.17,2016
GIN,60.706,2017
GIN,61.185,2018
GIN,61.602,2019
GMB,55.547,1999
GMB,55.956,2000
GMB,56.359,2001
GMB,56.761,2002
GMB,57.159,2003
GMB,57.553,2004
GMB,57.939,2005
GMB,58.313,2006
GMB,58.671,2007
GMB,59.012,2008
GMB,59.334,2009
GMB,59.637,2010
GMB,59.917,2011
GMB,60.178,2012
GMB,60.426,2013
GMB,60.667,2014
GMB,60.91,2015
GMB,61.166,2016
GMB,61.44,2017
GMB,61.735,2018
GMB,62.05,2019
GNB,49.999,1999
GNB,50.368,2000
GNB,50.744,2001
GNB,51.123,2002
GNB,51.501,2003
GNB,51.883,2004
GNB,52.275,2005
GNB,52.691,2006
GNB,53.136,2007
GNB,53.612,2008
GNB,54.113,2009
GNB,54.628,2010
GNB,55.144,2011
GNB,55.645,2012
GNB,56.117,2013
GNB,56.556,2014
GNB,56.959,2015
GNB,57.328,2016
GNB,57.673,2017
GNB,58.003,2018
GNB,58.322,2019
GNQ,52.93,1999
GNQ,53.279,2000
GNQ,53.581,2001
GNQ,53.84,2002
GNQ,54.064,2003
GNQ,54.263,2004
GNQ,54.449,2005
GNQ,54.638,2006
GNQ,54.842,2007
GNQ,55.07,2008
GNQ,55.329,2009
GNQ,55.622,2010
GNQ,55.945,2011
GNQ,56.288,2012
GNQ,56.642,2013
GNQ,57.001,2014
GNQ,57.359,2015
GNQ,57.713,2016
GNQ,58.061,2017
GNQ,58.402,2018
GNQ,58.735,2019
GRC,77.98780488,1999
GRC,77.88780488,2000
GRC,78.38780488,2001
GRC,78.64146341,2002
GRC,78.84146341,2003
GRC,79.03902439,2004
GRC,79.23902439,2005
GRC,79.43902439,2006
GRC,79.43902439,2007
GRC,79.93902439,2008
GRC,80.18780488,2009
GRC,80.38780488,2010
GRC,80.73170732,2011
GRC,80.63414634,2012
GRC,81.28536585,2013
GRC,81.38536585,2014
GRC,81.03658537,2015
GRC,81.38780488,2016
GRC,81.28780488,2017
GRC,81.78780488,2018
GRC,81.93902439,2019
GRD,72.455,1999
GRD,72.648,2000
GRD,72.805,2001
GRD,72.929,2002
GRD,73.023,2003
GRD,73.088,2004
GRD,73.123,2005
GRD,73.125,2006
GRD,73.096,2007
GRD,73.038,2008
GRD,72.96,2009
GRD,72.867,2010
GRD,72.768,2011
GRD,72.669,2012
GRD,72.579,2013
GRD,72.503,2014
GRD,72.445,2015
GRD,72.408,2016
GRD,72.388,2017
GRD,72.384,2018
GRD,72.397,2019
GTM,67.351,1999
GTM,67.849,2000
GTM,68.304,2001
GTM,68.717,2002
GTM,69.092,2003
GTM,69.437,2004
GTM,69.762,2005
GTM,70.082,2006
GTM,70.409,2007
GTM,70.75,2008
GTM,71.108,2009
GTM,71.481,2010
GTM,71.861,2011
GTM,72.236,2012
GTM,72.596,2013
GTM,72.935,2014
GTM,73.25,2015
GTM,73.541,2016
GTM,73.81,2017
GTM,74.063,2018
GTM,74.302,2019
GUM,74.646,1999
GUM,75.011,2000
GUM,75.373,2001
GUM,75.726,2002
GUM,76.065,2003
GUM,76.387,2004
GUM,76.687,2005
GUM,76.966,2006
GUM,77.227,2007
GUM,77.474,2008
GUM,77.71,2009
GUM,77.941,2010
GUM,78.173,2011
GUM,78.408,2012
GUM,78.649,2013
GUM,78.895,2014
GUM,79.144,2015
GUM,79.391,2016
GUM,79.631,2017
GUM,79.859,2018
GUM,80.074,2019
GUY,64.964,1999
GUY,65.242,2000
GUY,65.532,2001
GUY,65.828,2002
GUY,66.122,2003
GUY,66.412,2004
GUY,66.694,2005
GUY,66.972,2006
GUY,67.247,2007
GUY,67.521,2008
GUY,67.792,2009
GUY,68.059,2010
GUY,68.321,2011
GUY,68.575,2012
GUY,68.819,2013
GUY,69.049,2014
GUY,69.262,2015
GUY,69.454,2016
GUY,69.624,2017
GUY,69.774,2018
GUY,69.906,2019
HKG,80.38292683,1999
HKG,80.87804878,2000
HKG,81.42439024,2001
HKG,81.42682927,2002
HKG,81.37804878,2003
HKG,81.82926829,2004
HKG,81.62926829,2005
HKG,82.37560976,2006
HKG,82.32682927,2007
HKG,82.37560976,2008
HKG,82.77560976,2009
HKG,82.97804878,2010
HKG,83.42195122,2011
HKG,83.4804878,2012
HKG,83.83170732,2013
HKG,83.9804878,2014
HKG,84.27804878,2015
HKG,84.22682927,2016
HKG,84.6804878,2017
HKG,84.93414634,2018
HKG,85.07804878,2019
HND,70.378,1999
HND,70.689,2000
HND,70.976,2001
HND,71.249,2002
HND,71.511,2003
HND,71.77,2004
HND,72.026,2005
HND,72.285,2006
HND,72.544,2007
HND,72.803,2008
HND,73.061,2009
HND,73.317,2010
HND,73.569,2011
HND,73.814,2012
HND,74.051,2013
HND,74.278,2014
HND,74.495,2015
HND,74.701,2016
HND,74.898,2017
HND,75.088,2018
HND,75.27,2019
HRV,72.64195122,1999
HRV,72.80780488,2000
HRV,74.51292683,2001
HRV,74.71731707,2002
HRV,74.61390244,2003
HRV,75.5202439,2004
HRV,75.24463415,2005
HRV,75.83682927,2006
HRV,75.70560976,2007
HRV,75.91219512,2008
HRV,76.16829268,2009
HRV,76.47560976,2010
HRV,76.77560976,2011
HRV,76.92439024,2012
HRV,77.12682927,2013
HRV,77.47804878,2014
HRV,77.27560976,2015
HRV,78.02195122,2016
HRV,77.82682927,2017
HRV,78.07073171,2018
HRV,78.42439024,2019
HTI,56.891,1999
HTI,57.131,2000
HTI,57.382,2001
HTI,57.655,2002
HTI,57.959,2003
HTI,58.292,2004
HTI,58.652,2005
HTI,59.028,2006
HTI,59.408,2007
HTI,59.782,2008
HTI,60.148,2009
HTI,60.511,2010
HTI,60.879,2011
HTI,61.26,2012
HTI,61.658,2013
HTI,62.069,2014
HTI,62.485,2015
HTI,62.896,2016
HTI,63.29,2017
HTI,63.66,2018
HTI,64.001,2019
HUN,70.67707317,1999
HUN,71.24634146,2000
HUN,72.24878049,2001
HUN,72.34878049,2002
HUN,72.3,2003
HUN,72.64878049,2004
HUN,72.64878049,2005
HUN,73.09756098,2006
HUN,73.15121951,2007
HUN,73.70243902,2008
HUN,73.90487805,2009
HUN,74.20731707,2010
HUN,74.85853659,2011
HUN,75.06341463,2012
HUN,75.56585366,2013
HUN,75.76341463,2014
HUN,75.56829268,2015
HUN,76.06341463,2016
HUN,75.81707317,2017
HUN,76.06585366,2018
HUN,76.02195122,2019
IDN,65.513,1999
IDN,65.772,2000
IDN,66.037,2001
IDN,66.321,2002
IDN,66.631,2003
IDN,66.969,2004
IDN,67.334,2005
IDN,67.717,2006
IDN,68.105,2007
IDN,68.485,2008
IDN,68.853,2009
IDN,69.205,2010
IDN,69.542,2011
IDN,69.866,2012
IDN,70.179,2013
IDN,70.481,2014
IDN,70.768,2015
IDN,71.035,2016
IDN,71.282,2017
IDN,71.509,2018
IDN,71.716,2019
IND,62.093,1999
IND,62.505,2000
IND,62.907,2001
IND,63.304,2002
IND,63.699,2003
IND,64.095,2004
IND,64.5,2005
IND,64.918,2006
IND,65.35,2007
IND,65.794,2008
IND,66.244,2009
IND,66.693,2010
IND,67.13,2011
IND,67.545,2012
IND,67.931,2013
IND,68.286,2014
IND,68.607,2015
IND,68.897,2016
IND,69.165,2017
IND,69.416,2018
IND,69.656,2019
IRL,76.08292683,1999
IRL,76.53658537,2000
IRL,77.13414634,2001
IRL,77.63414634,2002
IRL,78.13902439,2003
IRL,78.53902439,2004
IRL,78.94390244,2005
IRL,79.24146341,2006
IRL,79.64146341,2007
IRL,80.09512195,2008
IRL,80.1902439,2009
IRL,80.74390244,2010
IRL,80.74634146,2011
IRL,80.84634146,2012
IRL,80.94878049,2013
IRL,81.34878049,2014
IRL,81.45365854,2015
IRL,81.65365854,2016
IRL,82.15609756,2017
IRL,82.25609756,2018
IRL,82.30243902,2019
IRN,69.813,1999
IRN,70.176,2000
IRN,70.553,2001
IRN,70.921,2002
IRN,71.265,2003
IRN,71.592,2004
IRN,71.917,2005
IRN,72.257,2006
IRN,72.626,2007
IRN,73.027,2008
IRN,73.457,2009
IRN,73.905,2010
IRN,74.352,2011
IRN,74.776,2012
IRN,75.162,2013
IRN,75.502,2014
IRN,75.796,2015
IRN,76.047,2016
IRN,76.271,2017
IRN,76.479,2018
IRN,76.677,2019
IRQ,69.108,1999
IRQ,69.082,2000
IRQ,68.983,2001
IRQ,68.827,2002
IRQ,68.636,2003
IRQ,68.437,2004
IRQ,68.266,2005
IRQ,68.157,2006
IRQ,68.13,2007
IRQ,68.19,2008
IRQ,68.34,2009
IRQ,68.567,2010
IRQ,68.848,2011
IRQ,69.148,2012
IRQ,69.437,2013
IRQ,69.7,2014
IRQ,69.929,2015
IRQ,70.122,2016
IRQ,70.294,2017
IRQ,70.454,2018
IRQ,70.604,2019
ISL,79.35121951,1999
ISL,79.65365854,2000
ISL,80.6902439,2001
ISL,80.50243902,2002
ISL,80.96341463,2003
ISL,80.99756098,2004
ISL,81.50243902,2005
ISL,81.15853659,2006
ISL,81.45365854,2007
ISL,81.6097561,2008
ISL,81.75121951,2009
ISL,81.89756098,2010
ISL,82.35853659,2011
ISL,82.91707317,2012
ISL,82.06097561,2013
ISL,82.86097561,2014
ISL,82.46829268,2015
ISL,82.20487805,2016
ISL,82.66097561,2017
ISL,82.86097561,2018
ISL,82.56097561,2019
ISR,78.65853659,1999
ISR,78.95365854,2000
ISR,79.40731707,2001
ISR,79.45121951,2002
ISR,79.64878049,2003
ISR,80.14634146,2004
ISR,80.15121951,2005
ISR,80.55365854,2006
ISR,80.50487805,2007
ISR,80.95121951,2008
ISR,81.40487805,2009
ISR,81.60243902,2010
ISR,81.65609756,2011
ISR,81.70487805,2012
ISR,82.05609756,2013
ISR,82.15365854,2014
ISR,82.05121951,2015
ISR,82.40731707,2016
ISR,82.55121951,2017
ISR,82.80243902,2018
ISR,82.80487805,2019
ITA,79.42439024,1999
ITA,79.77804878,2000
ITA,80.12682927,2001
ITA,80.22926829,2002
ITA,79.98292683,2003
ITA,80.7804878,2004
ITA,80.78292683,2005
ITA,81.28292683,2006
ITA,81.43414634,2007
ITA,81.48536585,2008
ITA,81.63658537,2009
ITA,82.03658537,2010
ITA,82.18780488,2011
ITA,82.23902439,2012
ITA,82.6902439,2013
ITA,83.0902439,2014
ITA,82.54390244,2015
ITA,83.24390244,2016
ITA,82.94634146,2017
ITA,83.34634146,2018
ITA,83.19756098,2019
JAM,74.152,1999
JAM,74.142,2000
JAM,74.139,2001
JAM,74.14,2002
JAM,74.142,2003
JAM,74.146,2004
JAM,74.148,2005
JAM,74.143,2006
JAM,74.129,2007
JAM,74.103,2008
JAM,74.071,2009
JAM,74.038,2010
JAM,74.012,2011
JAM,74.001,2012
JAM,74.01,2013
JAM,74.042,2014
JAM,74.098,2015
JAM,74.175,2016
JAM,74.267,2017
JAM,74.368,2018
JAM,74.475,2019
JOR,71.556,1999
JOR,71.73,2000
JOR,71.907,2001
JOR,72.083,2002
JOR,72.256,2003
JOR,72.427,2004
JOR,72.595,2005
JOR,72.763,2006
JOR,72.931,2007
JOR,73.099,2008
JOR,73.266,2009
JOR,73.428,2010
JOR,73.581,2011
JOR,73.722,2012
JOR,73.851,2013
JOR,73.969,2014
JOR,74.078,2015
JOR,74.184,2016
JOR,74.292,2017
JOR,74.405,2018
JOR,74.526,2019
JPN,80.57073171,1999
JPN,81.07609756,2000
JPN,81.41707317,2001
JPN,81.56341463,2002
JPN,81.76,2003
JPN,82.0302439,2004
JPN,81.92512195,2005
JPN,82.32195122,2006
JPN,82.50707317,2007
JPN,82.58756098,2008
JPN,82.93146341,2009
JPN,82.84268293,2010
JPN,82.59121951,2011
JPN,83.09609756,2012
JPN,83.33195122,2013
JPN,83.58780488,2014
JPN,83.79390244,2015
JPN,83.98487805,2016
JPN,84.0997561,2017
JPN,84.21097561,2018
JPN,84.35634146,2019
KAZ,65.63,1999
KAZ,65.45,2000
KAZ,65.76,2001
KAZ,65.95,2002
KAZ,65.74,2003
KAZ,66.06,2004
KAZ,65.86,2005
KAZ,66.15,2006
KAZ,66.34,2007
KAZ,67.11,2008
KAZ,68.39,2009
KAZ,68.45,2010
KAZ,68.69,2011
KAZ,69.52,2012
KAZ,70.62,2013
KAZ,71.44,2014
KAZ,71.97,2015
KAZ,72.41,2016
KAZ,72.95,2017
KAZ,73.15,2018
KAZ,73.18,2019
KEN,51.059,1999
KEN,50.921,2000
KEN,51.101,2001
KEN,51.606,2002
KEN,52.41,2003
KEN,53.475,2004
KEN,54.732,2005
KEN,56.093,2006
KEN,57.463,2007
KEN,58.76,2008
KEN,59.932,2009
KEN,60.959,2010
KEN,61.851,2011
KEN,62.659,2012
KEN,63.419,2013
KEN,64.135,2014
KEN,64.798,2015
KEN,65.393,2016
KEN,65.909,2017
KEN,66.342,2018
KEN,66.699,2019
KGZ,68.65609756,1999
KGZ,68.55853659,2000
KGZ,68.70731707,2001
KGZ,68.15609756,2002
KGZ,68.25609756,2003
KGZ,68.15365854,2004
KGZ,67.95609756,2005
KGZ,67.69512195,2006
KGZ,67.89512195,2007
KGZ,68.45121951,2008
KGZ,69.10243902,2009
KGZ,69.3,2010
KGZ,69.60243902,2011
KGZ,70.00243902,2012
KGZ,70.20243902,2013
KGZ,70.40243902,2014
KGZ,70.65121951,2015
KGZ,70.95121951,2016
KGZ,71.2,2017
KGZ,71.4,2018
KGZ,71.6,2019
KHM,57.604,1999
KHM,58.432,2000
KHM,59.335,2001
KHM,60.283,2002
KHM,61.241,2003
KHM,62.186,2004
KHM,63.088,2005
KHM,63.927,2006
KHM,64.697,2007
KHM,65.394,2008
KHM,66.014,2009
KHM,66.56,2010
KHM,67.043,2011
KHM,67.48,2012
KHM,67.888,2013
KHM,68.273,2014
KHM,68.637,2015
KHM,68.977,2016
KHM,69.289,2017
KHM,69.57,2018
KHM,69.823,2019
KIR,62.829,1999
KIR,63.144,2000
KIR,63.446,2001
KIR,63.731,2002
KIR,63.995,2003
KIR,64.242,2004
KIR,64.478,2005
KIR,64.712,2006
KIR,64.953,2007
KIR,65.208,2008
KIR,65.48,2009
KIR,65.769,2010
KIR,66.072,2011
KIR,66.381,2012
KIR,66.69,2013
KIR,66.995,2014
KIR,67.291,2015
KIR,67.577,2016
KIR,67.851,2017
KIR,68.116,2018
KIR,68.369,2019
KOR,75.4097561,1999
KOR,75.9097561,2000
KOR,76.41219512,2001
KOR,76.76585366,2002
KOR,77.21463415,2003
KOR,77.66585366,2004
KOR,78.16829268,2005
KOR,78.66829268,2006
KOR,79.1195122,2007
KOR,79.51707317,2008
KOR,79.96829268,2009
KOR,80.11707317,2010
KOR,80.56829268,2011
KOR,80.8195122,2012
KOR,81.27073171,2013
KOR,81.72195122,2014
KOR,82.02439024,2015
KOR,82.27560976,2016
KOR,82.62682927,2017
KOR,82.62682927,2018
KOR,83.22682927,2019
KWT,73.074,1999
KWT,73.142,2000
KWT,73.21,2001
KWT,73.28,2002
KWT,73.355,2003
KWT,73.439,2004
KWT,73.538,2005
KWT,73.66,2006
KWT,73.807,2007
KWT,73.976,2008
KWT,74.162,2009
KWT,74.358,2010
KWT,74.55,2011
KWT,74.728,2012
KWT,74.885,2013
KWT,75.019,2014
KWT,75.13,2015
KWT,75.224,2016
KWT,75.311,2017
KWT,75.398,2018
KWT,75.489,2019
LAO,58.225,1999
LAO,58.803,2000
LAO,59.372,2001
LAO,59.937,2002
LAO,60.502,2003
LAO,61.065,2004
LAO,61.625,2005
LAO,62.182,2006
LAO,62.731,2007
LAO,63.271,2008
LAO,63.797,2009
LAO,64.306,2010
LAO,64.797,2011
LAO,65.267,2012
LAO,65.717,2013
LAO,66.144,2014
LAO,66.546,2015
LAO,66.924,2016
LAO,67.277,2017
LAO,67.61,2018
LAO,67.923,2019
LBN,74.017,1999
LBN,74.507,2000
LBN,74.999,2001
LBN,75.488,2002
LBN,75.969,2003
LBN,76.432,2004
LBN,76.865,2005
LBN,77.26,2006
LBN,77.609,2007
LBN,77.911,2008
LBN,78.161,2009
LBN,78.36,2010
LBN,78.507,2011
LBN,78.611,2012
LBN,78.683,2013
LBN,78.732,2014
LBN,78.768,2015
LBN,78.8,2016
LBN,78.833,2017
LBN,78.875,2018
LBN,78.93,2019
LBR,51.234,1999
LBR,51.734,2000
LBR,52.236,2001
LBR,52.826,2002
LBR,53.554,2003
LBR,54.422,2004
LBR,55.393,2005
LBR,56.4,2006
LBR,57.365,2007
LBR,58.229,2008
LBR,58.971,2009
LBR,59.6,2010
LBR,60.146,2011
LBR,60.663,2012
LBR,61.186,2013
LBR,61.723,2014
LBR,62.269,2015
LBR,62.802,2016
LBR,63.295,2017
LBR,63.73,2018
LBR,64.104,2019
LBY,70.684,1999
LBY,70.852,2000
LBY,71.038,2001
LBY,71.244,2002
LBY,71.466,2003
LBY,71.693,2004
LBY,71.902,2005
LBY,72.063,2006
LBY,72.155,2007
LBY,72.174,2008
LBY,72.129,2009
LBY,72.044,2010
LBY,71.956,2011
LBY,71.901,2012
LBY,71.907,2013
LBY,71.981,2014
LBY,72.121,2015
LBY,72.311,2016
LBY,72.52,2017
LBY,72.724,2018
LBY,72.913,2019
LCA,73.144,1999
LCA,73.319,2000
LCA,73.486,2001
LCA,73.648,2002
LCA,73.808,2003
LCA,73.966,2004
LCA,74.122,2005
LCA,74.276,2006
LCA,74.426,2007
LCA,74.571,2008
LCA,74.712,2009
LCA,74.852,2010
LCA,74.993,2011
LCA,75.138,2012
LCA,75.286,2013
LCA,75.44,2014
LCA,75.596,2015
LCA,75.752,2016
LCA,75.907,2017
LCA,76.057,2018
LCA,76.203,2019
LKA,70.503,1999
LKA,71.333,2000
LKA,72.233,2001
LKA,73.085,2002
LKA,73.799,2003
LKA,74.337,2004
LKA,74.695,2005
LKA,74.904,2006
LKA,75.037,2007
LKA,75.157,2008
LKA,75.286,2009
LKA,75.439,2010
LKA,75.614,2011
LKA,75.796,2012
LKA,75.974,2013
LKA,76.147,2014
LKA,76.316,2015
LKA,76.482,2016
LKA,76.648,2017
LKA,76.812,2018
LKA,76.978,2019
LSO,49.328,1999
LSO,47.691,2000
LSO,46.197,2001
LSO,44.898,2002
LSO,43.845,2003
LSO,43.083,2004
LSO,42.658,2005
LSO,42.595,2006
LSO,42.854,2007
LSO,43.384,2008
LSO,44.146,2009
LSO,45.1,2010
LSO,46.207,2011
LSO,47.416,2012
LSO,48.663,2013
LSO,49.891,2014
LSO,51.038,2015
LSO,52.059,2016
LSO,52.947,2017
LSO,53.705,2018
LSO,54.331,2019
LTU,71.57073171,1999
LTU,72.0195122,2000
LTU,71.65853659,2001
LTU,71.76097561,2002
LTU,72.06097561,2003
LTU,71.96097561,2004
LTU,71.25365854,2005
LTU,71.05609756,2006
LTU,70.9,2007
LTU,71.81219512,2008
LTU,72.91463415,2009
LTU,73.26829268,2010
LTU,73.56341463,2011
LTU,73.86341463,2012
LTU,73.91463415,2013
LTU,74.51707317,2014
LTU,74.32195122,2015
LTU,74.67073171,2016
LTU,75.4804878,2017
LTU,75.6804878,2018
LTU,76.13414634,2019
LUX,77.77073171,1999
LUX,77.87317073,2000
LUX,77.82439024,2001
LUX,77.96585366,2002
LUX,77.72682927,2003
LUX,79.12195122,2004
LUX,79.43170732,2005
LUX,79.28780488,2006
LUX,79.38292683,2007
LUX,80.53902439,2008
LUX,80.63658537,2009
LUX,80.63170732,2010
LUX,80.98780488,2011
LUX,81.39268293,2012
LUX,81.8,2013
LUX,82.22926829,2014
LUX,82.29268293,2015
LUX,82.68536585,2016
LUX,82.09512195,2017
LUX,82.29512195,2018
LUX,82.44634146,2019
LVA,69.74292683,1999
LVA,70.31463415,2000
LVA,70.76097561,2001
LVA,70.96097561,2002
LVA,71.26585366,2003
LVA,72.02682927,2004
LVA,71.35609756,2005
LVA,70.86585366,2006
LVA,71.0195122,2007
LVA,72.4195122,2008
LVA,73.0804878,2009
LVA,73.48292683,2010
LVA,73.57560976,2011
LVA,73.77804878,2012
LVA,73.98292683,2013
LVA,74.12439024,2014
LVA,74.4804878,2015
LVA,74.5804878,2016
LVA,74.62926829,2017
LVA,74.78292683,2018
LVA,75.23902439,2019
MAC,80.15,1999
MAC,80.407,2000
MAC,80.645,2001
MAC,80.87,2002
MAC,81.089,2003
MAC,81.304,2004
MAC,81.523,2005
MAC,81.748,2006
MAC,81.981,2007
MAC,82.22,2008
MAC,82.462,2009
MAC,82.704,2010
MAC,82.938,2011
MAC,83.158,2012
MAC,83.361,2013
MAC,83.543,2014
MAC,83.707,2015
MAC,83.854,2016
MAC,83.989,2017
MAC,84.118,2018
MAC,84.244,2019
MAR,68.245,1999
MAR,68.684,2000
MAR,69.193,2001
MAR,69.769,2002
MAR,70.399,2003
MAR,71.067,2004
MAR,71.746,2005
MAR,72.403,2006
MAR,73.009,2007
MAR,73.546,2008
MAR,74.003,2009
MAR,74.382,2010
MAR,74.696,2011
MAR,74.97,2012
MAR,75.227,2013
MAR,75.477,2014
MAR,75.726,2015
MAR,75.974,2016
MAR,76.218,2017
MAR,76.453,2018
MAR,76.68,2019
MDA,66.852,1999
MDA,67.006,2000
MDA,67.185,2001
MDA,67.362,2002
MDA,67.521,2003
MDA,67.665,2004
MDA,67.82,2005
MDA,68.022,2006
MDA,68.302,2007
MDA,68.671,2008
MDA,69.119,2009
MDA,69.616,2010
MDA,70.119,2011
MDA,70.581,2012
MDA,70.968,2013
MDA,71.267,2014
MDA,71.478,2015
MDA,71.617,2016
MDA,71.717,2017
MDA,71.808,2018
MDA,71.901,2019
MDG,57.782,1999
MDG,58.485,2000
MDG,59.129,2001
MDG,59.717,2002
MDG,60.256,2003
MDG,60.752,2004
MDG,61.212,2005
MDG,61.65,2006
MDG,62.079,2007
MDG,62.509,2008
MDG,62.944,2009
MDG,63.388,2010
MDG,63.836,2011
MDG,64.28,2012
MDG,64.713,2013
MDG,65.133,2014
MDG,65.539,2015
MDG,65.931,2016
MDG,66.311,2017
MDG,66.681,2018
MDG,67.041,2019
MDV,69.348,1999
MDV,70.173,2000
MDV,70.964,2001
MDV,71.708,2002
MDV,72.399,2003
MDV,73.034,2004
MDV,73.612,2005
MDV,74.138,2006
MDV,74.621,2007
MDV,75.073,2008
MDV,75.499,2009
MDV,75.905,2010
MDV,76.293,2011
MDV,76.664,2012
MDV,77.018,2013
MDV,77.36,2014
MDV,77.691,2015
MDV,78.013,2016
MDV,78.325,2017
MDV,78.627,2018
MDV,78.921,2019
MEX,73.988,1999
MEX,74.34,2000
MEX,74.658,2001
MEX,74.922,2002
MEX,75.118,2003
MEX,75.243,2004
MEX,75.3,2005
MEX,75.296,2006
MEX,75.255,2007
MEX,75.194,2008
MEX,75.128,2009
MEX,75.065,2010
MEX,75.011,2011
MEX,74.966,2012
MEX,74.93,2013
MEX,74.908,2014
MEX,74.904,2015
MEX,74.917,2016
MEX,74.947,2017
MEX,74.992,2018
MEX,75.054,2019
MHL,67.50487805,1999
MHL,65.23902439,2000
MKD,73.038,1999
MKD,73.267,2000
MKD,73.47,2001
MKD,73.642,2002
MKD,73.781,2003
MKD,73.892,2004
MKD,73.986,2005
MKD,74.08,2006
MKD,74.19,2007
MKD,74.324,2008
MKD,74.484,2009
MKD,74.662,2010
MKD,74.846,2011
MKD,75.019,2012
MKD,75.171,2013
MKD,75.299,2014
MKD,75.406,2015
MKD,75.498,2016
MKD,75.589,2017
MKD,75.688,2018
MKD,75.797,2019
MLI,47.515,1999
MLI,48.069,2000
MLI,48.758,2001
MLI,49.54,2002
MLI,50.373,2003
MLI,51.224,2004
MLI,52.057,2005
MLI,52.839,2006
MLI,53.553,2007
MLI,54.193,2008
MLI,54.756,2009
MLI,55.251,2010
MLI,55.701,2011
MLI,56.135,2012
MLI,56.578,2013
MLI,57.036,2014
MLI,57.509,2015
MLI,57.987,2016
MLI,58.452,2017
MLI,58.893,2018
MLI,59.306,2019
MLT,77.5,1999
MLT,78.34878049,2000
MLT,78.84390244,2001
MLT,78.73902439,2002
MLT,78.54634146,2003
MLT,79.25365854,2004
MLT,79.3,2005
MLT,79.43902439,2006
MLT,79.79268293,2007
MLT,79.63658537,2008
MLT,80.24146341,2009
MLT,81.39756098,2010
MLT,80.74634146,2011
MLT,80.74634146,2012
MLT,81.74634146,2013
MLT,82.04634146,2014
MLT,81.89756098,2015
MLT,82.45365854,2016
MLT,82.34634146,2017
MLT,82.44878049,2018
MLT,82.6,2019
MMR,59.744,1999
MMR,60.063,2000
MMR,60.377,2001
MMR,60.685,2002
MMR,60.989,2003
MMR,61.294,2004
MMR,61.607,2005
MMR,61.938,2006
MMR,62.294,2007
MMR,62.678,2008
MMR,63.089,2009
MMR,63.525,2010
MMR,63.983,2011
