country,rate,year
IDN,17.5,1950
IDN,,1955
IDN,56.6,1960
IDN,,1965
IDN,56.6,1970
IDN,,1975
IDN,67.3,1980
IDN,,1985
IDN,81.5,1990
IDN,83.8,1995
IDN,87.3,2000
IDN,92,2005
IDN,92.6,2010
IND,,1905
IND,6.2,1900
IND,7,1910
IND,,1915
IND,8.3,1920
IND,,1925
IND,9.1,1930
IND,,1935
IND,,1940
IND,,1945
IND,19.3,1950
IND,,1955
IND,27.8,1960
IND,,1965
IND,34.1,1970
IND,,1975
IND,40.8,1980
IND,,1985
IND,48.2,1990
IND,52,1995
IND,61,2000
IND,,2005
IND,62.6,2010
IRL,,1905
IRL,,1900
IRL,,1910
IRL,,1915
IRL,,1920
IRL,,1925
IRL,,1930
IRL,,1935
IRL,,1940
IRL,,1945
IRL,98.5,1950
IRL,,1955
IRL,98.7,1960
IRL,,1965
IRL,98.8,1970
IRL,,1975
IRL,98.8,1980
IRL,,1985
IRL,99,1990
IRL,,1995
IRL,99,2000
IRL,99,2005
IRL,99,2010
IRN,,1905
IRN,,1900
IRN,,1910
IRN,,1915
IRN,,1920
IRN,,1925
IRN,,1930
IRN,,1935
IRN,,1940
IRN,,1945
IRN,12.5,1950
IRN,12.8,1955
IRN,15.6,1960
IRN,22.8,1965
IRN,36.9,1970
IRN,36.5,1975
IRN,,1980
IRN,52.3,1985
IRN,65.5,1990
IRN,73.1,1995
IRN,77,2000
IRN,82.4,2005
IRN,85,2010
IRQ,,1905
IRQ,,1900
IRQ,,1910
IRQ,,1915
IRQ,,1920
IRQ,,1925
IRQ,,1930
IRQ,,1935
IRQ,,1940
IRQ,10.9,1945
IRQ,12.5,1950
IRQ,,1955
IRQ,14.4,1960
IRQ,24.2,1965
IRQ,,1970
IRQ,,1975
IRQ,40.4,1980
IRQ,,1985
IRQ,52.3,1990
IRQ,58,1995
IRQ,74.1,2000
IRQ,,2005
IRQ,78.2,2010
ISL,,1905
ISL,,1900
ISL,,1910
ISL,,1915
ISL,,1920
ISL,,1925
ISL,,1930
ISL,,1935
ISL,,1940
ISL,,1945
ISL,98.5,1950
ISL,,1955
ISL,,1960
ISL,,1965
ISL,,1970
ISL,,1975
ISL,,1980
ISL,,1985
ISL,,1990
ISL,,1995
ISL,,2000
ISL,99,2005
ISL,99,2010
ISR,,1905
ISR,,1900
ISR,,1910
ISR,,1915
ISR,,1920
ISR,,1925
ISR,,1930
ISR,,1935
ISR,,1940
ISR,,1945
ISR,93.7,1950
ISR,,1955
ISR,84.2,1960
ISR,,1965
ISR,87.9,1970
ISR,,1975
ISR,,1980
ISR,91.8,1985
ISR,,1990
ISR,,1995
ISR,,2000
ISR,97.1,2005
ISR,,2010
ITA,,1905
ITA,51.8,1900
ITA,62.8,1910
ITA,,1915
ITA,72.5,1920
ITA,,1925
ITA,78.4,1930
ITA,,1935
ITA,,1940
ITA,,1945
ITA,87.5,1950
ITA,,1955
ITA,,1960
ITA,,1965
ITA,93.9,1970
ITA,,1975
ITA,96.5,1980
ITA,,1985
ITA,97,1990
ITA,,1995
ITA,98.4,2000
ITA,,2005
ITA,98.9,2010
JAM,,1905
JAM,,1900
JAM,47.2,1910
JAM,,1915
JAM,52.2,1920
JAM,,1925
JAM,,1930
JAM,,1935
JAM,,1940
JAM,67.9,1945
JAM,72.5,1950
JAM,77,1955
JAM,90.9,1960
JAM,,1965
JAM,96.1,1970
JAM,,1975
JAM,77.3,1980
JAM,,1985
JAM,82.9,1990
JAM,85,1995
JAM,86.4,2000
JAM,,2005
JAM,89.7,2010
JOR,,1905
JOR,,1900
JOR,,1910
JOR,,1915
JOR,,1920
JOR,,1925
JOR,,1930
JOR,,1935
JOR,,1940
JOR,,1945
JOR,17.5,1950
JOR,,1955
JOR,32.4,1960
JOR,,1965
JOR,67.6,1970
JOR,,1975
JOR,66.8,1980
JOR,,1985
JOR,82.1,1990
JOR,86.6,1995
JOR,89.8,2000
JOR,91.1,2005
JOR,92.6,2010
JPN,,1905
JPN,,1900
JPN,,1910
JPN,,1915
JPN,,1920
JPN,,1925
JPN,,1930
JPN,,1935
JPN,,1940
JPN,,1945
JPN,97.5,1950
JPN,,1955
JPN,97.8,1960
JPN,,1965
JPN,99,1970
JPN,,1975
JPN,99,1980
JPN,,1985
JPN,99,1990
JPN,,1995
JPN,99,2000
JPN,,2005
JPN,99,2010
KAZ,,1905
KAZ,,1900
KAZ,,1910
KAZ,,1915
KAZ,,1920
KAZ,,1925
KAZ,,1930
KAZ,,1935
KAZ,,1940
KAZ,,1945
KAZ,,1950
KAZ,,1955
KAZ,,1960
KAZ,,1965
KAZ,,1970
KAZ,,1975
KAZ,,1980
KAZ,,1985
KAZ,97.5,1990
KAZ,,1995
KAZ,99.5,2000
KAZ,,2005
KAZ,99.7,2010
KEN,,1905
KEN,,1900
KEN,,1910
KEN,,1915
KEN,,1920
KEN,,1925
KEN,,1930
KEN,,1935
KEN,,1940
KEN,,1945
KEN,22.5,1950
KEN,,1955
KEN,19.5,1960
KEN,,1965
KEN,,1970
KEN,,1975
KEN,58.1,1980
KEN,,1985
KEN,72,1990
KEN,78.1,1995
KEN,82.2,2000
KEN,81.8,2005
KEN,90.1,2010
KGZ,,1905
KGZ,,1900
KGZ,,1910
KGZ,,1915
KGZ,,1920
KGZ,,1925
KGZ,,1930
KGZ,,1935
KGZ,,1940
KGZ,,1945
KGZ,,1950
KGZ,,1955
KGZ,,1960
KGZ,,1965
KGZ,,1970
KGZ,,1975
KGZ,,1980
KGZ,,1985
KGZ,,1990
KGZ,,1995
KGZ,98.7,2000
KGZ,,2005
KGZ,99.2,2010
KHM,,1905
KHM,,1900
KHM,,1910
KHM,,1915
KHM,,1920
KHM,,1925
KHM,,1930
KHM,,1935
KHM,,1940
KHM,,1945
KHM,17.5,1950
KHM,,1955
KHM,,1960
KHM,,1965
KHM,,1970
KHM,,1975
KHM,,1980
KHM,,1985
KHM,,1990
KHM,,1995
KHM,67.3,2000
KHM,73.6,2005
KHM,73.9,2010
KOR,,1905
KOR,,1900
KOR,,1910
KOR,,1915
KOR,,1920
KOR,,1925
KOR,31.8,1930
KOR,,1935
KOR,,1940
KOR,,1945
KOR,37.5,1950
KOR,76.8,1955
KOR,70.6,1960
KOR,60.1,1965
KOR,78.6,1970
KOR,,1975
KOR,93.8,1980
KOR,,1985
KOR,97.1,1990
KOR,98,1995
KOR,97.9,2000
KOR,,2005
KOR,99.4,2010
KWT,,1905
KWT,,1900
KWT,,1910
KWT,,1915
KWT,,1920
KWT,,1925
KWT,,1930
KWT,,1935
KWT,,1940
KWT,,1945
KWT,17.5,1950
KWT,35,1955
KWT,46.8,1960
KWT,54.4,1965
KWT,55,1970
KWT,59.6,1975
KWT,67.5,1980
KWT,74.5,1985
KWT,,1990
KWT,78.4,1995
KWT,,2000
KWT,93.3,2005
KWT,93.9,2010
LAO,,1905
LAO,,1900
LAO,,1910
LAO,,1915
LAO,,1920
LAO,,1925
LAO,,1930
LAO,,1935
LAO,,1940
LAO,,1945
LAO,17.5,1950
LAO,,1955
LAO,28.3,1960
LAO,,1965
LAO,,1970
LAO,,1975
LAO,43.6,1980
LAO,,1985
LAO,51.5,1990
LAO,60.3,1995
LAO,69.6,2000
LAO,72.7,2005
LAO,71.3,2010
LBN,,1905
LBN,,1900
LBN,,1910
LBN,,1915
LBN,,1920
LBN,,1925
LBN,,1930
LBN,,1935
LBN,,1940
LBN,,1945
LBN,47.5,1950
LBN,,1955
LBN,,1960
LBN,,1965
LBN,78.5,1970
LBN,,1975
LBN,86.1,1980
LBN,,1985
LBN,90.8,1990
LBN,92.4,1995
LBN,93.7,2000
LBN,,2005
LBN,95.8,2010
LBR,,1905
LBR,,1900
LBR,,1910
LBR,,1915
LBR,,1920
LBR,,1925
LBR,,1930
LBR,,1935
LBR,,1940
LBR,,1945
LBR,7.5,1950
LBR,,1955
LBR,8.9,1960
LBR,,1965
LBR,,1970
LBR,,1975
LBR,24.7,1980
LBR,32.1,1985
LBR,33.5,1990
LBR,38.3,1995
LBR,43.2,2000
LBR,54.8,2005
LBR,53.7,2010
LBY,,1905
LBY,,1900
LBY,,1910
LBY,,1915
LBY,,1920
LBY,,1925
LBY,,1930
LBY,,1935
LBY,,1940
LBY,,1945
LBY,7.5,1950
LBY,12.9,1955
LBY,,1960
LBY,21.7,1965
LBY,,1970
LBY,39,1975
LBY,53.9,1980
LBY,60.2,1985
LBY,69.9,1990
LBY,76.2,1995
LBY,81.6,2000
LBY,86.1,2005
LBY,89.2,2010
LKA,,1905
LKA,26.4,1900
LKA,31,1910
LKA,,1915
LKA,39.9,1920
LKA,,1925
LKA,,1930
LKA,,1935
LKA,,1940
LKA,57.8,1945
LKA,62.5,1950
LKA,67.7,1955
LKA,,1960
LKA,75.1,1965
LKA,77.6,1970
LKA,,1975
LKA,85.3,1980
LKA,,1985
LKA,88.7,1990
LKA,90.2,1995
LKA,90.7,2000
LKA,90.8,2005
LKA,93.9,2010
LSO,,1905
LSO,,1900
LSO,,1910
LSO,,1915
LSO,,1920
LSO,,1925
LSO,,1930
LSO,,1935
LSO,,1940
LSO,34.9,1945
LSO,,1950
LSO,,1955
LSO,,1960
LSO,58.6,1965
LSO,,1970
LSO,,1975
LSO,57,1980
LSO,,1985
LSO,66.7,1990
LSO,71.3,1995
LSO,75.5,2000
LSO,,2005
LSO,82.4,2010
LTU,,1905
LTU,,1900
LTU,,1910
LTU,,1915
LTU,65.8,1920
LTU,,1925
LTU,,1930
LTU,,1935
LTU,,1940
LTU,,1945
LTU,,1950
LTU,,1955
LTU,,1960
LTU,,1965
LTU,,1970
LTU,,1975
LTU,,1980
LTU,,1985
LTU,98.4,1990
LTU,,1995
LTU,99.6,2000
LTU,,2005
LTU,99.7,2010
LUX,,1905
LUX,,1900
LUX,,1910
LUX,,1915
LUX,,1920
LUX,,1925
LUX,,1930
LUX,,1935
LUX,,1940
LUX,,1945
LUX,,1950
LUX,,1955
LUX,,1960
LUX,,1965
LUX,99,1970
LUX,,1975
LUX,99,1980
LUX,,1985
LUX,99,1990
LUX,,1995
LUX,100,2000
LUX,,2005
LUX,100,2010
LVA,,1905
LVA,,1900
LVA,,1910
LVA,,1915
LVA,77.2,1920
LVA,,1925
LVA,93.4,1930
LVA,,1935
LVA,,1940
LVA,,1945
LVA,,1950
LVA,,1955
LVA,,1960
LVA,,1965
LVA,,1970
LVA,,1975
LVA,,1980
LVA,,1985
LVA,99.5,1990
LVA,,1995
LVA,99.7,2000
LVA,,2005
LVA,99.8,2010
MAR,,1905
MAR,,1900
MAR,,1910
MAR,,1915
MAR,,1920
MAR,,1925
MAR,,1930
MAR,,1935
MAR,,1940
MAR,,1945
MAR,12.5,1950
MAR,,1955
MAR,13.8,1960
MAR,,1965
MAR,21.4,1970
MAR,,1975
MAR,28.9,1980
MAR,,1985
MAR,38.6,1990
MAR,43.7,1995
MAR,48.4,2000
MAR,52.3,2005
MAR,57.4,2010
MDA,,1905
MDA,,1900
MDA,,1910
MDA,,1915
MDA,,1920
MDA,,1925
MDA,,1930
MDA,,1935
MDA,,1940
MDA,,1945
MDA,,1950
MDA,,1955
MDA,,1960
MDA,,1965
MDA,,1970
MDA,,1975
MDA,,1980
MDA,,1985
MDA,96.4,1990
MDA,,1995
MDA,96.7,2000
MDA,,2005
MDA,98.5,2010
MDG,,1905
MDG,,1900
MDG,,1910
MDG,,1915
MDG,,1920
MDG,,1925
MDG,,1930
MDG,,1935
MDG,,1940
MDG,,1945
MDG,32.5,1950
MDG,33.5,1955
MDG,,1960
MDG,,1965
MDG,,1970
MDG,,1975
MDG,,1980
MDG,,1985
MDG,,1990
MDG,,1995
MDG,70.7,2000
MDG,,2005
MDG,64.5,2010
MEX,,1905
MEX,22.3,1900
MEX,27.7,1910
MEX,,1915
MEX,33.8,1920
MEX,,1925
MEX,38.5,1930
MEX,,1935
MEX,46,1940
MEX,,1945
MEX,46.8,1950
MEX,,1955
MEX,65.4,1960
MEX,,1965
MEX,74.2,1970
MEX,,1975
MEX,83,1980
MEX,,1985
MEX,87.6,1990
MEX,89.6,1995
MEX,90.5,2000
MEX,91.6,2005
MEX,93.1,2010
MKD,,1905
MKD,,1900
MKD,,1910
MKD,,1915
MKD,,1920
MKD,,1925
MKD,,1930
MKD,,1935
MKD,,1940
MKD,,1945
MKD,,1950
MKD,,1955
MKD,,1960
MKD,,1965
MKD,,1970
MKD,,1975
MKD,,1980
MKD,,1985
MKD,,1990
MKD,94.1,1995
MKD,96.1,2000
MKD,,2005
MKD,97.3,2010
MLI,,1905
MLI,,1900
MLI,,1910
MLI,,1915
MLI,,1920
MLI,,1925
MLI,,1930
MLI,,1935
MLI,,1940
MLI,,1945
MLI,,1950
MLI,,1955
MLI,2.2,1960
MLI,,1965
MLI,,1970
MLI,9.4,1975
MLI,14.2,1980
MLI,,1985
MLI,24.6,1990
MLI,31,1995
MLI,38,2000
MLI,,2005
MLI,52.9,2010
MMR,,1905
MMR,28.4,1900
MMR,29.4,1910
MMR,,1915
MMR,35.7,1920
MMR,,1925
MMR,40.2,1930
MMR,,1935
MMR,,1940
MMR,,1945
MMR,52.5,1950
MMR,69.9,1955
MMR,,1960
MMR,,1965
MMR,,1970
MMR,,1975
MMR,76.8,1980
MMR,78.6,1985
MMR,81.3,1990
MMR,83.1,1995
MMR,84.8,2000
MMR,,2005
MMR,87.9,2010
MNG,,1905
MNG,,1900
MNG,,1910
MNG,,1915
MNG,,1920
MNG,,1925
MNG,,1930
MNG,,1935
MNG,,1940
MNG,59.6,1945
MNG,52.5,1950
MNG,95.4,1955
MNG,,1960
MNG,,1965
MNG,,1970
MNG,,1975
MNG,72.3,1980
MNG,,1985
MNG,79.9,1990
MNG,82.9,1995
MNG,85.6,2000
MNG,,2005
MNG,89.5,2010
MOZ,,1905
MOZ,,1900
MOZ,,1910
MOZ,,1915
MOZ,,1920
MOZ,,1925
MOZ,,1930
MOZ,,1935
MOZ,,1940
MOZ,,1945
MOZ,3,1950
MOZ,,1955
MOZ,7.7,1960
MOZ,,1965
MOZ,,1970
MOZ,,1975
MOZ,27.2,1980
MOZ,,1985
MOZ,34.7,1990
MOZ,40.1,1995
MOZ,45.9,2000
MOZ,48.2,2005
MOZ,57.4,2010
MRT,,1905
MRT,,1900
MRT,,1910
MRT,,1915
MRT,,1920
MRT,,1925
MRT,,1930
MRT,,1935
MRT,,1940
MRT,,1945
MRT,,1950
MRT,,1955
MRT,,1960
MRT,11.1,1965
MRT,,1970
MRT,17.4,1975
MRT,29.8,1980
MRT,,1985
MRT,35.2,1990
MRT,37.7,1995
MRT,40.1,2000
MRT,,2005
MRT,44.6,2010
MUS,,1905
MUS,,1900
MUS,,1910
MUS,,1915
MUS,,1920
MUS,,1925
MUS,,1930
MUS,,1935
MUS,,1940
MUS,,1945
MUS,51.8,1950
MUS,,1955
MUS,60.8,1960
MUS,,1965
MUS,,1970
MUS,,1975
MUS,73.8,1980
MUS,,1985
MUS,79.9,1990
MUS,82.9,1995
MUS,85.4,2000
MUS,,2005
MUS,89.6,2010
MWI,,1905
MWI,,1900
MWI,,1910
MWI,,1915
MWI,,1920
MWI,,1925
MWI,,1930
MWI,,1935
MWI,,1940
MWI,6.5,1945
MWI,,1950
MWI,,1955
MWI,,1960
MWI,22.1,1965
MWI,,1970
MWI,,1975
MWI,44.9,1980
MWI,,1985
MWI,52.3,1990
MWI,56.4,1995
MWI,60.4,2000
MWI,,2005
MWI,68.1,2010
MYS,,1905
MYS,,1900
MYS,,1910
MYS,,1915
MYS,,1920
MYS,,1925
MYS,29,1930
MYS,,1935
MYS,,1940
MYS,39.7,1945
MYS,37.5,1950
MYS,,1955
MYS,22.3,1960
MYS,,1965
MYS,58.5,1970
MYS,,1975
MYS,69.5,1980
MYS,,1985
MYS,82.9,1990
MYS,83.5,1995
MYS,88.7,2000
MYS,,2005
MYS,93.1,2010
NAM,,1905
NAM,,1900
NAM,,1910
NAM,,1915
NAM,,1920
NAM,,1925
NAM,,1930
NAM,,1935
NAM,,1940
NAM,,1945
NAM,22.5,1950
NAM,,1955
NAM,38.4,1960
NAM,,1965
NAM,,1970
NAM,,1975
NAM,,1980
NAM,,1985
NAM,75.8,1990
NAM,,1995
NAM,85,2000
NAM,,2005
NAM,88.8,2010
NER,,1905
NER,,1900
NER,,1910
NER,,1915
NER,,1920
NER,,1925
NER,,1930
NER,,1935
NER,,1940
NER,,1945
NER,,1950
NER,,1955
NER,0.9,1960
NER,,1965
NER,,1970
NER,,1975
NER,8.2,1980
NER,,1985
NER,11.6,1990
NER,13.6,1995
NER,15.9,2000
NER,,2005
NER,21.4,2010
NGA,,1905
NGA,,1900
NGA,,1910
NGA,,1915
NGA,,1920
NGA,,1925
NGA,,1930
NGA,,1935
NGA,,1940
NGA,,1945
NGA,12.5,1950
NGA,,1955
NGA,,1960
NGA,,1965
NGA,,1970
NGA,,1975
NGA,34.6,1980
NGA,,1985
NGA,49.4,1990
NGA,57.1,1995
NGA,64.5,2000
NGA,,2005
NGA,77.1,2010
NIC,,1905
NIC,,1900
NIC,,1910
NIC,,1915
NIC,,1920
NIC,,1925
NIC,,1930
NIC,,1935
NIC,,1940
NIC,,1945
NIC,38.4,1950
NIC,,1955
NIC,,1960
NIC,49.6,1965
NIC,57.5,1970
NIC,,1975
NIC,60.9,1980
NIC,,1985
NIC,64,1990
NIC,65.7,1995
NIC,67.2,2000
NIC,,2005
NIC,69.9,2010
NLD,,1905
NLD,,1900
NLD,,1910
NLD,,1915
NLD,,1920
NLD,,1925
NLD,,1930
NLD,,1935
NLD,,1940
NLD,,1945
NLD,98.5,1950
NLD,,1955
NLD,99,1960
NLD,,1965
NLD,99,1970
NLD,,1975
NLD,99,1980
NLD,,1985
NLD,99,1990
NLD,,1995
NLD,99,2000
NLD,99,2005
NLD,99,2010
NOR,,1905
NOR,,1900
NOR,,1910
NOR,,1915
NOR,,1920
NOR,,1925
NOR,,1930
NOR,,1935
NOR,,1940
NOR,,1945
NOR,98.5,1950
NOR,,1955
NOR,99,1960
NOR,,1965
NOR,99,1970
NOR,,1975
NOR,99,1980
NOR,,1985
NOR,100,1990
NOR,,1995
NOR,100,2000
NOR,,2005
NOR,100,2010
NPL,,1905
NPL,,1900
NPL,,1910
NPL,,1915
NPL,,1920
NPL,,1925
NPL,,1930
NPL,,1935
NPL,,1940
NPL,,1945
NPL,3,1950
NPL,,1955
NPL,8.8,1960
NPL,,1965
NPL,14.3,1970
NPL,19.2,1975
NPL,20.6,1980
NPL,,1985
NPL,24.4,1990
NPL,27.5,1995
NPL,30.9,2000
NPL,,2005
NPL,37.9,2010
NZL,,1905
NZL,,1900
NZL,,1910
NZL,,1915
NZL,,1920
NZL,,1925
NZL,,1930
NZL,,1935
NZL,,1940
NZL,,1945
NZL,98.5,1950
NZL,,1955
NZL,99,1960
NZL,,1965
NZL,99,1970
NZL,,1975
NZL,99,1980
NZL,,1985
NZL,99,1990
NZL,,1995
NZL,99,2000
NZL,99,2005
NZL,99,2010
OMN,,1905
OMN,,1900
OMN,,1910
OMN,,1915
OMN,,1920
OMN,,1925
OMN,,1930
OMN,,1935
OMN,,1940
OMN,,1945
OMN,3,1950
OMN,,1955
OMN,,1960
OMN,,1965
OMN,,1970
OMN,,1975
OMN,,1980
OMN,,1985
OMN,,1990
OMN,,1995
OMN,,2000
OMN,81.4,2005
OMN,86.6,2010
PAK,,1905
PAK,,1900
PAK,,1910
PAK,,1915
PAK,,1920
PAK,,1925
PAK,,1930
PAK,,1935
PAK,,1940
PAK,,1945
PAK,13.8,1950
PAK,,1955
PAK,16.3,1960
PAK,,1965
PAK,21.7,1970
PAK,,1975
PAK,27.1,1980
PAK,,1985
PAK,34.2,1990
PAK,37.8,1995
PAK,41.8,2000
PAK,49.9,2005
PAK,49.9,2010
PAN,,1905
PAN,,1900
PAN,,1910
PAN,,1915
PAN,,1920
PAN,,1925
PAN,,1930
PAN,,1935
PAN,72,1940
PAN,,1945
PAN,69.9,1950
PAN,,1955
PAN,73.3,1960
PAN,,1965
PAN,78.3,1970
PAN,,1975
PAN,85.6,1980
PAN,,1985
PAN,88.8,1990
PAN,90.8,1995
PAN,92.1,2000
PAN,,2005
PAN,94.1,2010
PER,,1905
PER,,1900
PER,,1910
PER,,1915
PER,,1920
PER,,1925
PER,,1930
PER,,1935
PER,,1940
PER,,1945
PER,47.5,1950
PER,,1955
PER,61.1,1960
PER,,1965
PER,72.5,1970
PER,,1975
PER,79.9,1980
PER,,1985
PER,86.3,1990
PER,88.7,1995
PER,90.7,2000
PER,,2005
PER,94.1,2010
PHL,,1905
PHL,,1900
PHL,,1910
PHL,,1915
PHL,49.2,1920
PHL,,1925
PHL,,1930
PHL,,1935
PHL,48.8,1940
PHL,,1945
PHL,61.3,1950
PHL,75.3,1955
PHL,71.9,1960
PHL,,1965
PHL,82.6,1970
PHL,,1975
PHL,89.6,1980
PHL,,1985
PHL,93.6,1990
PHL,94.6,1995
PHL,95.7,2000
PHL,,2005
PHL,97.3,2010
PNG,,1905
PNG,,1900
PNG,,1910
PNG,,1915
PNG,,1920
PNG,,1925
PNG,,1930
PNG,,1935
PNG,,1940
PNG,,1945
PNG,7.5,1950
PNG,,1955
PNG,,1960
PNG,29.4,1965
PNG,32.1,1970
PNG,,1975
PNG,58.1,1980
PNG,,1985
PNG,68.1,1990
PNG,72.2,1995
PNG,75.9,2000
PNG,,2005
PNG,82.3,2010
POL,,1905
POL,,1900
POL,,1910
POL,,1915
POL,,1920
POL,,1925
POL,,1930
POL,,1935
POL,,1940
POL,,1945
POL,92.5,1950
POL,,1955
POL,95.3,1960
POL,,1965
POL,97.8,1970
POL,,1975
POL,98.7,1980
POL,,1985
POL,,1990
POL,99.2,1995
POL,,2000
POL,99.4,2005
POL,99.5,2010
PRT,,1905
PRT,26.6,1900
PRT,30.9,1910
PRT,,1915
PRT,44.8,1920
PRT,,1925
PRT,39.8,1930
PRT,,1935
PRT,49.6,1940
PRT,,1945
PRT,55.9,1950
PRT,,1955
PRT,61.9,1960
PRT,,1965
PRT,71,1970
PRT,,1975
PRT,79.4,1980
PRT,,1985
PRT,87.9,1990
PRT,,1995
PRT,,2000
PRT,,2005
PRT,95.2,2010
PRY,,1905
PRY,,1900
PRY,,1910
PRY,,1915
PRY,,1920
PRY,,1925
PRY,,1930
PRY,,1935
PRY,,1940
PRY,,1945
PRY,65.8,1950
PRY,,1955
PRY,74.6,1960
PRY,,1965
PRY,80.1,1970
PRY,,1975
PRY,86.8,1980
PRY,,1985
PRY,90.7,1990
PRY,92.1,1995
PRY,93.4,2000
PRY,,2005
PRY,95.4,2010
QAT,,1905
QAT,,1900
QAT,,1910
QAT,,1915
QAT,,1920
QAT,,1925
QAT,,1930
QAT,,1935
QAT,,1940
QAT,,1945
QAT,7.5,1950
QAT,,1955
QAT,,1960
QAT,,1965
QAT,,1970
QAT,,1975
QAT,69.8,1980
QAT,75.6,1985
QAT,77.2,1990
QAT,79.4,1995
QAT,81.6,2000
QAT,89,2005
QAT,96.3,2010
ROU,,1905
ROU,22,1900
ROU,,1910
ROU,,1915
ROU,,1920
ROU,,1925
ROU,57.1,1930
ROU,,1935
ROU,,1940
ROU,,1945
ROU,76.9,1950
ROU,88.6,1955
ROU,,1960
ROU,,1965
ROU,,1970
ROU,,1975
ROU,,1980
ROU,,1985
ROU,96.7,1990
ROU,,1995
ROU,97.3,2000
ROU,,2005
ROU,97.7,2010
RUS,,1905
RUS,,1900
RUS,,1910
RUS,,1915
RUS,,1920
RUS,,1925
RUS,,1930
RUS,,1935
RUS,,1940
RUS,,1945
RUS,,1950
RUS,,1955
RUS,,1960
RUS,,1965
RUS,,1970
RUS,,1975
RUS,,1980
RUS,,1985
RUS,98,1990
RUS,,1995
RUS,99.4,2000
RUS,,2005
RUS,99.6,2010
RWA,,1905
RWA,,1900
RWA,,1910
RWA,,1915
RWA,,1920
RWA,,1925
RWA,,1930
RWA,,1935
RWA,,1940
RWA,,1945
RWA,7.5,1950
RWA,,1955
RWA,16.4,1960
RWA,,1965
RWA,,1970
RWA,,1975
RWA,42,1980
RWA,,1985
RWA,54.3,1990
RWA,60.5,1995
RWA,66.4,2000
RWA,,2005
RWA,76,2010
SAU,,1905
SAU,,1900
SAU,,1910
SAU,,1915
SAU,,1920
SAU,,1925
SAU,,1930
SAU,,1935
SAU,,1940
SAU,,1945
SAU,3,1950
SAU,,1955
SAU,2.5,1960
SAU,,1965
SAU,,1970
SAU,,1975
SAU,47.9,1980
SAU,,1985
SAU,59.1,1990
SAU,62.8,1995
SAU,67,2000
SAU,,2005
SAU,74.4,2010
SDN,,1905
SDN,,1900
SDN,,1910
SDN,,1915
SDN,,1920
SDN,,1925
SDN,,1930
SDN,,1935
SDN,,1940
SDN,,1945
SDN,7.5,1950
SDN,12,1955
SDN,13.1,1960
SDN,14.7,1965
SDN,,1970
SDN,,1975
SDN,29.9,1980
SDN,,1985
SDN,40.3,1990
SDN,46.1,1995
SDN,51.8,2000
SDN,,2005
SDN,62.6,2010
SEN,,1905
SEN,,1900
SEN,,1910
SEN,,1915
SEN,,1920
SEN,,1925
SEN,,1930
SEN,,1935
SEN,,1940
SEN,,1945
SEN,,1950
SEN,,1955
SEN,5.6,1960
SEN,,1965
SEN,,1970
SEN,,1975
SEN,21.5,1980
SEN,,1985
SEN,28.8,1990
SEN,33.1,1995
SEN,37.5,2000
SEN,,2005
SEN,46.7,2010
SLB,,1905
SLB,,1900
SLB,,1910
SLB,,1915
SLB,,1920
SLB,,1925
SLB,,1930
SLB,,1935
SLB,,1940
SLB,,1945
SLB,,1950
SLB,,1955
SLB,,1960
SLB,,1965
SLB,,1970
SLB,,1975
SLB,,1980
SLB,,1985
SLB,,1990
SLB,,1995
SLB,76.6,2000
SLB,,2005
SLB,,2010
SLE,,1905
SLE,,1900
SLE,,1910
SLE,,1915
SLE,,1920
SLE,,1925
SLE,,1930
SLE,,1935
SLE,,1940
SLE,,1945
SLE,7.5,1950
SLE,,1955
SLE,,1960
SLE,6.7,1965
SLE,,1970
SLE,,1975
SLE,18.9,1980
SLE,,1985
SLE,26.9,1990
SLE,31.4,1995
SLE,36.2,2000
SLE,,2005
SLE,46.6,2010
SLV,,1905
SLV,,1900
SLV,,1910
SLV,,1915
SLV,,1920
SLV,,1925
SLV,27.6,1930
SLV,,1935
SLV,,1940
SLV,,1945
SLV,39.4,1950
SLV,,1955
SLV,49,1960
SLV,,1965
SLV,57.1,1970
SLV,62,1975
SLV,63,1980
SLV,,1985
SLV,68.7,1990
SLV,71.5,1995
SLV,74.1,2000
SLV,83.6,2005
SLV,84.5,2010
SOM,,1905
SOM,,1900
SOM,,1910
SOM,,1915
SOM,,1920
SOM,,1925
SOM,,1930
SOM,,1935
SOM,,1940
SOM,,1945
SOM,3,1950
SOM,,1955
SOM,1.5,1960
SOM,,1965
SOM,,1970
SOM,,1975
SOM,6.1,1980
SOM,,1985
SOM,,1990
SOM,,1995
SOM,37.8,2000
SOM,,2005
SOM,,2010
SUR,,1905
SUR,,1900
SUR,,1910
SUR,,1915
SUR,,1920
SUR,,1925
SUR,,1930
SUR,,1935
SUR,,1940
SUR,,1945
SUR,27.5,1950
SUR,,1955
SUR,,1960
SUR,83.6,1965
SUR,,1970
SUR,,1975
SUR,87.6,1980
SUR,,1985
SUR,91.7,1990
SUR,93,1995
SUR,94.2,2000
SUR,,2005
SUR,96,2010
SVK,,1905
SVK,,1900
SVK,,1910
SVK,,1915
SVK,,1920
SVK,,1925
SVK,,1930
SVK,,1935
SVK,,1940
SVK,,1945
SVK,,1950
SVK,,1955
SVK,,1960
SVK,,1965
SVK,,1970
SVK,,1975
SVK,,1980
SVK,,1985
SVK,,1990
SVK,,1995
SVK,,2000
SVK,99.6,2005
